nomes,idade,cidade,estado,cpf,cnpj,qtd_clientes_estado,media_idade,CPF_Valido_Invalido,CNPJ_Valido_Invalido,Quantidade CPF Válidos,Quantidade de CPF Inválidos,Quantidade CNPJ Válidos,Quantidade de CNPJ Inválidos,Quantidade_Clientes
Lawrence Gordon,25,ABREULÂNDIA,TO,39674189440,98185413,370,53.7831,True,True,10000,0,5061,4939,10000
Marie Irwin,37,ACRELÂNDIA,AC,33621393374,07059542872615,371,53.7831,True,False,10000,0,5061,4939,10000
Misty Gallegos,69,ÁGUA BRANCA,AL,74293965696,20303113,371,53.7831,True,True,10000,0,5061,4939,10000
Kelly Johnson,71,ALVARÃES,AM,63079970527,00433658193726,371,53.7831,True,False,10000,0,5061,4939,10000
Deanna Wilson,34,SERRA DO NAVIO,AP,2876131781,12471913,371,53.7831,True,True,10000,0,5061,4939,10000
Amanda Turner,84,ABAÍRA,BA,86777927913,20974023966548,371,53.7831,True,False,10000,0,5061,4939,10000
Alexander West,29,ABAIARA,CE,12388473314,26251413,371,53.7831,True,True,10000,0,5061,4939,10000
Victoria Wright,33,Brasília,DF,49698155007,45545549102873,365,53.7831,True,False,10000,0,5061,4939,10000
Patricia Hicks,43,AFONSO CLÁUDIO,ES,35356802471,76356913,371,53.7831,True,True,10000,0,5061,4939,10000
Rhonda Barnes,60,ABADIA DE GOIÁS,GO,94803651620,64899708464520,371,53.7831,True,False,10000,0,5061,4939,10000
Erin Barnes,53,AÇAILÂNDIA,MA,52424529949,11482412,371,53.7831,True,True,10000,0,5061,4939,10000
Angela Nelson,58,ABADIA DOS DOURADOS,MINAS GERAI,09845564194,30536095653194,13,53.7831,True,False,10000,0,5061,4939,10000
Brandon Reynolds,28,ÁGUA CLARA,MS,81552242013,60735413,370,53.7831,True,True,10000,0,5061,4939,10000
Anna Blake,82,ACORIZAL,MT,39051118457,47762774573822,370,53.7831,True,False,10000,0,5061,4939,10000
Mr. Ricardo Wright,59,ABAETETUBA,PA,32424573239,6610113,370,53.7831,True,True,10000,0,5061,4939,10000
Aaron Rivera,58,ÁGUA BRANCA,PB,89476418478,28849860592614,370,53.7831,True,False,10000,0,5061,4939,10000
Paul Hoover,38,ABREU E LIMA,PE,15525984628,43527313,370,53.7831,True,True,10000,0,5061,4939,10000
Sheila Morris,49,ACAUÃ,PI,75633570928,04523084133085,370,53.7831,True,False,10000,0,5061,4939,10000
Kelly Davis,27,ABATIÁ,PR,12816268640,84166613,370,53.7831,True,True,10000,0,5061,4939,10000
Robin Key,53,ANGRA DOS REIS,RJ,92590952716,77186470730866,355,53.7831,True,False,10000,0,5061,4939,10000
Rhonda Jordan,82,ACARI,RN,70983836353,73971912,370,53.7831,True,True,10000,0,5061,4939,10000
Joshua Meza,60,ALTA FLORESTA D'OESTE,RO,92830910788,90268121886789,370,53.7831,True,False,10000,0,5061,4939,10000
Meghan Pham,23,AMAJARI,RR,74247617141,15987912,370,53.7831,True,True,10000,0,5061,4939,10000
Steven Kim,76,ACEGUÁ,RS,74936131334,23287575775630,370,53.7831,True,False,10000,0,5061,4939,10000
Regina Garcia,79,ABDON BATISTA,SC,64155844214,26773312,370,53.7831,True,True,10000,0,5061,4939,10000
Henry Lloyd,82,AMPARO DE SÃO FRANCISCO,SE,63476301680,26586244767409,370,53.7831,True,False,10000,0,5061,4939,10000
Nathaniel Mitchell,34,ADAMANTINA,SP,34290945341,20007313,364,53.7831,True,True,10000,0,5061,4939,10000
Kevin Wiley,65,ABREULÂNDIA,TO,21980831408,51055053748404,370,53.7831,True,False,10000,0,5061,4939,10000
Laura Davis,22,ACRELÂNDIA,AC,47809988670,38051813,371,53.7831,True,True,10000,0,5061,4939,10000
Carlos Ho,81,ÁGUA BRANCA,AL,23245667965,76337998658700,371,53.7831,True,False,10000,0,5061,4939,10000
Christopher Miles,55,ALVARÃES,AM,44870541840,20339413,371,53.7831,True,True,10000,0,5061,4939,10000
Robert Sutton,62,SERRA DO NAVIO,AP,27120217895,78277610992720,371,53.7831,True,False,10000,0,5061,4939,10000
Amber Taylor,43,ABAÍRA,BA,35411806097,48899313,371,53.7831,True,True,10000,0,5061,4939,10000
Hector Huffman,23,ABAIARA,CE,69740662366,63371258896754,371,53.7831,True,False,10000,0,5061,4939,10000
Mrs. Shelby Davies,37,Brasília,DF,23635411205,92929313,365,53.7831,True,True,10000,0,5061,4939,10000
Melvin Green,45,AFONSO CLÁUDIO,ES,67089047059,82551382263387,371,53.7831,True,False,10000,0,5061,4939,10000
Natalie Price,84,ABADIA DE GOIÁS,GO,20845246798,10878313,371,53.7831,True,True,10000,0,5061,4939,10000
Gregory Clarke,48,AÇAILÂNDIA,MA,12870165536,67975291389486,371,53.7831,True,False,10000,0,5061,4939,10000
Jennifer Brown,66,ABADIA DOS DOURADOS,MINAS GERAI,37693607706,55905813,13,53.7831,True,True,10000,0,5061,4939,10000
Vanessa Williams,79,ÁGUA CLARA,MS,04899059434,83565614759284,370,53.7831,True,False,10000,0,5061,4939,10000
Catherine Gardner,44,ACORIZAL,MT,45012244605,29134912,370,53.7831,True,True,10000,0,5061,4939,10000
Mr. Travis Carpenter MD,63,ABAETETUBA,PA,36596808181,47075102221900,370,53.7831,True,False,10000,0,5061,4939,10000
Sean Hays MD,77,ÁGUA BRANCA,PB,28106386244,92414313,370,53.7831,True,True,10000,0,5061,4939,10000
Levi Williams,29,ABREU E LIMA,PE,85939960510,28065137258310,370,53.7831,True,False,10000,0,5061,4939,10000
Adrienne Carpenter,27,ACAUÃ,PI,96567259809,24904613,370,53.7831,True,True,10000,0,5061,4939,10000
Jeffrey Ortiz,71,ABATIÁ,PR,03947860684,31640658875309,370,53.7831,True,False,10000,0,5061,4939,10000
Maria Johnson,44,ANGRA DOS REIS,RJ,18115448869,98827913,355,53.7831,True,True,10000,0,5061,4939,10000
Kimberly Sawyer,45,ACARI,RN,23092929233,24208700344810,370,53.7831,True,False,10000,0,5061,4939,10000
Kristy Salinas,86,ALTA FLORESTA D'OESTE,RO,79500707144,17848213,370,53.7831,True,True,10000,0,5061,4939,10000
Holly Warner,76,AMAJARI,RR,67623200828,66792193335600,370,53.7831,True,False,10000,0,5061,4939,10000
Elizabeth Hunter,83,ACEGUÁ,RS,76105073933,5286513,370,53.7831,True,True,10000,0,5061,4939,10000
Tammy Wong,74,ABDON BATISTA,SC,19417672142,94811052296708,370,53.7831,True,False,10000,0,5061,4939,10000
Crystal Hayes,84,AMPARO DE SÃO FRANCISCO,SE,19433184769,50421513,370,53.7831,True,True,10000,0,5061,4939,10000
Erica Smith,60,ADAMANTINA,SP,03545808840,82709695610649,364,53.7831,True,False,10000,0,5061,4939,10000
Christian Hernandez,63,ABREULÂNDIA,TO,38900751182,38853313,370,53.7831,True,True,10000,0,5061,4939,10000
Wendy Cole,64,ACRELÂNDIA,AC,42253418790,67165477834627,371,53.7831,True,False,10000,0,5061,4939,10000
Kelly Collins,21,ÁGUA BRANCA,AL,1931613621,84995413,371,53.7831,True,True,10000,0,5061,4939,10000
Allison Barr,70,ALVARÃES,AM,09777370717,96111801192175,371,53.7831,True,False,10000,0,5061,4939,10000
Ashley Trevino,38,SERRA DO NAVIO,AP,90915522713,32567213,371,53.7831,True,True,10000,0,5061,4939,10000
Kenneth Diaz,32,ABAÍRA,BA,42066387568,41985422300101,371,53.7831,True,False,10000,0,5061,4939,10000
Laura Henderson,36,ABAIARA,CE,83914146206,17578713,371,53.7831,True,True,10000,0,5061,4939,10000
Ann Campbell,88,Brasília,DF,18005261560,40967144745301,365,53.7831,True,False,10000,0,5061,4939,10000
Karen Everett,41,AFONSO CLÁUDIO,ES,98015052904,50869713,371,53.7831,True,True,10000,0,5061,4939,10000
Brittany Wilkinson,52,ABADIA DE GOIÁS,GO,78694409143,40211358491491,371,53.7831,True,False,10000,0,5061,4939,10000
Mary Castillo,42,AÇAILÂNDIA,MA,18956638306,15353413,371,53.7831,True,True,10000,0,5061,4939,10000
Cameron Deleon,55,ABADIA DOS DOURADOS,MINAS GERAI,52838546040,26848014640640,13,53.7831,True,False,10000,0,5061,4939,10000
Daniel Roberts,79,ÁGUA CLARA,MS,86600831723,48444913,370,53.7831,True,True,10000,0,5061,4939,10000
Lori Thompson,24,ACORIZAL,MT,89647974779,16951735267056,370,53.7831,True,False,10000,0,5061,4939,10000
Tina Chambers,69,ABAETETUBA,PA,65067147865,29271712,370,53.7831,True,True,10000,0,5061,4939,10000
Kenneth Mills,27,ÁGUA BRANCA,PB,64319682980,42271235892034,370,53.7831,True,False,10000,0,5061,4939,10000
Mckenzie Woods,41,ABREU E LIMA,PE,75997280314,92853713,370,53.7831,True,True,10000,0,5061,4939,10000
Austin Brennan,62,ACAUÃ,PI,49489279102,07282821408106,370,53.7831,True,False,10000,0,5061,4939,10000
Bruce Maldonado,58,ABATIÁ,PR,80885895681,65290613,370,53.7831,True,True,10000,0,5061,4939,10000
Andrew Allen,50,ANGRA DOS REIS,RJ,40852188242,40714019835372,355,53.7831,True,False,10000,0,5061,4939,10000
Troy Francis,48,ACARI,RN,33746426910,44188513,370,53.7831,True,True,10000,0,5061,4939,10000
Patrick Ayala III,19,ALTA FLORESTA D'OESTE,RO,43295082227,66139424853037,370,53.7831,True,False,10000,0,5061,4939,10000
David Garcia,77,AMAJARI,RR,38132812050,2698413,370,53.7831,True,True,10000,0,5061,4939,10000
Deanna Sparks,34,ACEGUÁ,RS,10275571718,40565451216878,370,53.7831,True,False,10000,0,5061,4939,10000
Tiffany Myers,70,ABDON BATISTA,SC,18804239280,85232613,370,53.7831,True,True,10000,0,5061,4939,10000
Jonathan Lane,62,AMPARO DE SÃO FRANCISCO,SE,54135377947,17086000015504,370,53.7831,True,False,10000,0,5061,4939,10000
Katherine Vasquez,54,ADAMANTINA,SP,82358803189,63433613,364,53.7831,True,True,10000,0,5061,4939,10000
Travis Crawford,61,ABREULÂNDIA,TO,22173591185,41031315640247,370,53.7831,True,False,10000,0,5061,4939,10000
Jonathan Burns,52,ACRELÂNDIA,AC,18052823870,22553413,371,53.7831,True,True,10000,0,5061,4939,10000
Christopher Medina,72,ÁGUA BRANCA,AL,88214350247,72250180496362,371,53.7831,True,False,10000,0,5061,4939,10000
Kathy Avila,24,ALVARÃES,AM,64466717419,61583113,371,53.7831,True,True,10000,0,5061,4939,10000
Teresa Hamilton,79,SERRA DO NAVIO,AP,17665958630,05050328037056,371,53.7831,True,False,10000,0,5061,4939,10000
Catherine Crawford,49,ABAÍRA,BA,26286352759,4959213,371,53.7831,True,True,10000,0,5061,4939,10000
Amanda Phillips,76,ABAIARA,CE,94390778838,94578061972160,371,53.7831,True,False,10000,0,5061,4939,10000
Jared Patton,27,Brasília,DF,64366960672,95463213,365,53.7831,True,True,10000,0,5061,4939,10000
Juan Decker,69,AFONSO CLÁUDIO,ES,56475884251,41501559072256,371,53.7831,True,False,10000,0,5061,4939,10000
Scott Thomas,72,ABADIA DE GOIÁS,GO,57439226917,7642412,371,53.7831,True,True,10000,0,5061,4939,10000
Patricia Barton,57,AÇAILÂNDIA,MA,70833512609,99740144901882,371,53.7831,True,False,10000,0,5061,4939,10000
Tina Lee,74,ABADIA DOS DOURADOS,MINAS GERAI,86796259220,20927313,13,53.7831,True,True,10000,0,5061,4939,10000
Ronald Freeman,60,ÁGUA CLARA,MS,68541600572,49445713518769,370,53.7831,True,False,10000,0,5061,4939,10000
Nicholas Goodman,85,ACORIZAL,MT,96258320252,46058513,370,53.7831,True,True,10000,0,5061,4939,10000
Lauren Gonzalez,21,ABAETETUBA,PA,97783249485,73548310634630,370,53.7831,True,False,10000,0,5061,4939,10000
Erica Smith,43,ÁGUA BRANCA,PB,48325275928,18611113,370,53.7831,True,True,10000,0,5061,4939,10000
Susan Krause,25,ABREU E LIMA,PE,46925679025,02821144621910,370,53.7831,True,False,10000,0,5061,4939,10000
Sandra Moore,32,ACAUÃ,PI,4810164225,5688313,370,53.7831,True,True,10000,0,5061,4939,10000
Donald Hinton,43,ABATIÁ,PR,21343829704,50369111314835,370,53.7831,True,False,10000,0,5061,4939,10000
Ethan Klein,32,ANGRA DOS REIS,RJ,31793877343,49979313,355,53.7831,True,True,10000,0,5061,4939,10000
Jeremy Meyer,73,ACARI,RN,20711065802,78968617826430,370,53.7831,True,False,10000,0,5061,4939,10000
Diana Johnson,26,ALTA FLORESTA D'OESTE,RO,51584628600,31830713,370,53.7831,True,True,10000,0,5061,4939,10000
James Daniels,42,AMAJARI,RR,52230800175,88671522068801,370,53.7831,True,False,10000,0,5061,4939,10000
Charles Thompson,22,ACEGUÁ,RS,21283030608,84688413,370,53.7831,True,True,10000,0,5061,4939,10000
Joseph Hawkins,33,ABDON BATISTA,SC,67925174102,03904234520660,370,53.7831,True,False,10000,0,5061,4939,10000
Heather Suarez,30,AMPARO DE SÃO FRANCISCO,SE,16713727352,11416413,370,53.7831,True,True,10000,0,5061,4939,10000
Carla Hinton,84,ADAMANTINA,SP,66137153525,93420076416418,364,53.7831,True,False,10000,0,5061,4939,10000
Karen Nguyen,62,ABREULÂNDIA,TO,19093002252,41467613,370,53.7831,True,True,10000,0,5061,4939,10000
Jon Levy,75,ACRELÂNDIA,AC,27743421635,43874897861697,371,53.7831,True,False,10000,0,5061,4939,10000
David Taylor,25,ÁGUA BRANCA,AL,15388913287,540213,371,53.7831,True,True,10000,0,5061,4939,10000
James Frank,64,ALVARÃES,AM,01906493219,03488971979370,371,53.7831,True,False,10000,0,5061,4939,10000
Audrey Schmidt,82,SERRA DO NAVIO,AP,37866264058,63583212,371,53.7831,True,True,10000,0,5061,4939,10000
Amy Goodwin,45,ABAÍRA,BA,23159673090,41071561034225,371,53.7831,True,False,10000,0,5061,4939,10000
Michael Butler,20,ABAIARA,CE,79001743706,93922113,371,53.7831,True,True,10000,0,5061,4939,10000
Eduardo Moore,67,Brasília,DF,17691643918,27269046355100,365,53.7831,True,False,10000,0,5061,4939,10000
Jordan Lang,47,AFONSO CLÁUDIO,ES,20937298735,3410113,371,53.7831,True,True,10000,0,5061,4939,10000
Laura Simmons,75,ABADIA DE GOIÁS,GO,04831174980,15391722232998,371,53.7831,True,False,10000,0,5061,4939,10000
Christina Harrison,62,AÇAILÂNDIA,MA,16930224944,74608312,371,53.7831,True,True,10000,0,5061,4939,10000
Michael Savage,31,ABADIA DOS DOURADOS,MINAS GERAIs,78043663025,49625253485488,17,53.7831,True,False,10000,0,5061,4939,10000
Jacob Contreras,47,ÁGUA CLARA,MS,42920754416,66659813,370,53.7831,True,True,10000,0,5061,4939,10000
Christopher Hoffman,38,ACORIZAL,MT,42500732622,04945307072109,370,53.7831,True,False,10000,0,5061,4939,10000
Brady Peters,45,ABAETETUBA,PA,78552365898,5172913,370,53.7831,True,True,10000,0,5061,4939,10000
Thomas Nunez,21,ÁGUA BRANCA,PB,96596313328,92150684927580,370,53.7831,True,False,10000,0,5061,4939,10000
Sarah Cox,76,ABREU E LIMA,PE,25647588786,77666612,370,53.7831,True,True,10000,0,5061,4939,10000
Allen Douglas,57,ACAUÃ,PI,25929015074,06151761438460,370,53.7831,True,False,10000,0,5061,4939,10000
John King,57,ABATIÁ,PR,87492594828,10287513,370,53.7831,True,True,10000,0,5061,4939,10000
Julia Salas,30,ANGRA DOS REIS,RJ,03202520199,15234777202149,355,53.7831,True,False,10000,0,5061,4939,10000
Matthew Golden,23,ACARI,RN,3338061749,16820313,370,53.7831,True,True,10000,0,5061,4939,10000
Derek Wolf,36,ALTA FLORESTA D'OESTE,RO,72442957582,61323277174059,370,53.7831,True,False,10000,0,5061,4939,10000
Ruth Wilson,25,AMAJARI,RR,24768388965,98613213,370,53.7831,True,True,10000,0,5061,4939,10000
Tina Ellison,81,ACEGUÁ,RS,44220703390,44717746699220,370,53.7831,True,False,10000,0,5061,4939,10000
Linda Berg,47,ABDON BATISTA,SC,23802498577,25578213,370,53.7831,True,True,10000,0,5061,4939,10000
Mark Smith,34,AMPARO DE SÃO FRANCISCO,SE,17827268536,01305448799605,370,53.7831,True,False,10000,0,5061,4939,10000
Tyrone Eaton,40,ADAMANTINA,SP,78115195189,24712213,364,53.7831,True,True,10000,0,5061,4939,10000
Adrienne Carlson DVM,31,ABREULÂNDIA,TO,14600134680,50337815060387,370,53.7831,True,False,10000,0,5061,4939,10000
Carlos Kennedy,19,ACRELÂNDIA,AC,54672655806,78227113,371,53.7831,True,True,10000,0,5061,4939,10000
Daniel Jenkins,25,ÁGUA BRANCA,AL,45850435514,81531408922668,371,53.7831,True,False,10000,0,5061,4939,10000
Joseph Acosta,83,ALVARÃES,AM,37059089950,6348313,371,53.7831,True,True,10000,0,5061,4939,10000
Theodore Herrera,49,SERRA DO NAVIO,AP,45774047105,95645431944667,371,53.7831,True,False,10000,0,5061,4939,10000
Richard Murphy,30,ABAÍRA,BA,45461297692,22584813,371,53.7831,True,True,10000,0,5061,4939,10000
Katrina Beasley,25,ABAIARA,CE,49431761947,67038100452321,371,53.7831,True,False,10000,0,5061,4939,10000
Janice Meadows,71,Brasília,DF,84322559808,60093613,365,53.7831,True,True,10000,0,5061,4939,10000
Kaitlyn Obrien,63,AFONSO CLÁUDIO,ES,95879581608,14609829901599,371,53.7831,True,False,10000,0,5061,4939,10000
Edward Sutton,48,ABADIA DE GOIÁS,GO,99751742803,306313,371,53.7831,True,True,10000,0,5061,4939,10000
Megan Brown,24,AÇAILÂNDIA,MA,62263085831,10237706763374,371,53.7831,True,False,10000,0,5061,4939,10000
Alexander Gutierrez,74,ABADIA DOS DOURADOS,MINAS GERAIs,32503621317,24779913,17,53.7831,True,True,10000,0,5061,4939,10000
Christine Lewis,68,ÁGUA CLARA,MS,79930981306,41378686729950,370,53.7831,True,False,10000,0,5061,4939,10000
Ronnie Foster,40,ACORIZAL,MT,47959130213,10331112,370,53.7831,True,True,10000,0,5061,4939,10000
Emily Matthews,32,ABAETETUBA,PA,85020990604,10494649625771,370,53.7831,True,False,10000,0,5061,4939,10000
Sylvia Torres,55,ÁGUA BRANCA,PB,81958316806,47903613,370,53.7831,True,True,10000,0,5061,4939,10000
Stephen Page,53,ABREU E LIMA,PE,69570887826,95888839269830,370,53.7831,True,False,10000,0,5061,4939,10000
Misty Garcia,59,ACAUÃ,PI,30960462120,68023813,370,53.7831,True,True,10000,0,5061,4939,10000
Robert Ward,30,ABATIÁ,PR,10772242577,42990671333757,370,53.7831,True,False,10000,0,5061,4939,10000
Lauren Aguirre,49,ANGRA DOS REIS,RJ,22425606890,81755913,355,53.7831,True,True,10000,0,5061,4939,10000
Paul Johnson,81,ACARI,RN,79467849704,51889215478607,370,53.7831,True,False,10000,0,5061,4939,10000
Danny Martinez,18,ALTA FLORESTA D'OESTE,RO,92227014296,99636213,370,53.7831,True,True,10000,0,5061,4939,10000
Jacqueline Kim,36,AMAJARI,RR,85053558906,29512054851657,370,53.7831,True,False,10000,0,5061,4939,10000
Steven Weber,34,ACEGUÁ,RS,69925183480,98190813,370,53.7831,True,True,10000,0,5061,4939,10000
Austin Stephens,35,ABDON BATISTA,SC,70595573002,36489834247392,370,53.7831,True,False,10000,0,5061,4939,10000
Michael Schneider,59,AMPARO DE SÃO FRANCISCO,SE,48777446810,5620313,370,53.7831,True,True,10000,0,5061,4939,10000
Dennis Harris,82,ADAMANTINA,SP,73873653265,99966675602203,364,53.7831,True,False,10000,0,5061,4939,10000
Matthew Burton,26,ABREULÂNDIA,TO,57292187374,48890913,370,53.7831,True,True,10000,0,5061,4939,10000
Amanda Rogers,89,ACRELÂNDIA,AC,15530729606,38731934419290,371,53.7831,True,False,10000,0,5061,4939,10000
Logan Silva,80,ÁGUA BRANCA,AL,28958843900,27387713,371,53.7831,True,True,10000,0,5061,4939,10000
Tiffany Mosley,49,ALVARÃES,AM,81203622171,26387020117007,371,53.7831,True,False,10000,0,5061,4939,10000
Karl Stanley,67,SERRA DO NAVIO,AP,52494125308,54840513,371,53.7831,True,True,10000,0,5061,4939,10000
Joseph Meadows,81,ABAÍRA,BA,18904668409,19766999987381,371,53.7831,True,False,10000,0,5061,4939,10000
Eric Mendez,85,ABAIARA,CE,53310565203,82055513,371,53.7831,True,True,10000,0,5061,4939,10000
Jacob Becker,47,Brasília,DF,70653088809,29129690523184,365,53.7831,True,False,10000,0,5061,4939,10000
David Owens,53,AFONSO CLÁUDIO,ES,17464514084,25454913,371,53.7831,True,True,10000,0,5061,4939,10000
Autumn Adams,50,ABADIA DE GOIÁS,GO,91959502654,50526722444700,371,53.7831,True,False,10000,0,5061,4939,10000
Jessica Williams,87,AÇAILÂNDIA,MA,99752843530,65247913,371,53.7831,True,True,10000,0,5061,4939,10000
April Banks,67,ABADIA DOS DOURADOS,MINAS GERAIs,04893902857,53344526121459,17,53.7831,True,False,10000,0,5061,4939,10000
Michele Pittman,64,ÁGUA CLARA,MS,21395576386,6254712,370,53.7831,True,True,10000,0,5061,4939,10000
Kenneth Pena,33,ACORIZAL,MT,24100200200,84564312078494,370,53.7831,True,False,10000,0,5061,4939,10000
Christine Holden,49,ABAETETUBA,PA,11417059826,52935513,370,53.7831,True,True,10000,0,5061,4939,10000
Jacob Lane,70,ÁGUA BRANCA,PB,57991647331,49979098862129,370,53.7831,True,False,10000,0,5061,4939,10000
Steven Swanson,36,ABREU E LIMA,PE,8565902820,57097713,370,53.7831,True,True,10000,0,5061,4939,10000
Jesus Roy,64,ACAUÃ,PI,32346434744,50220155938681,370,53.7831,True,False,10000,0,5061,4939,10000
Tiffany Miller,38,ABATIÁ,PR,31180842430,12029413,370,53.7831,True,True,10000,0,5061,4939,10000
Catherine Salazar,27,ANGRA DOS REIS,RJ,12531050655,35432074886597,355,53.7831,True,False,10000,0,5061,4939,10000
Maureen Campbell,36,ACARI,RN,23417777674,65345713,370,53.7831,True,True,10000,0,5061,4939,10000
David Elliott MD,44,ALTA FLORESTA D'OESTE,RO,58194534410,83321187135597,370,53.7831,True,False,10000,0,5061,4939,10000
Kristi Hampton,68,AMAJARI,RR,75257617285,80719913,370,53.7831,True,True,10000,0,5061,4939,10000
Jessica Evans,19,ACEGUÁ,RS,26043618680,12261662719522,370,53.7831,True,False,10000,0,5061,4939,10000
Mandy Morgan,19,ABDON BATISTA,SC,27729805880,1609113,370,53.7831,True,True,10000,0,5061,4939,10000
Daniel Terry,40,AMPARO DE SÃO FRANCISCO,SE,32330275080,84784974835270,370,53.7831,True,False,10000,0,5061,4939,10000
Alexander Beck,77,ADAMANTINA,SP,34512293400,93737113,364,53.7831,True,True,10000,0,5061,4939,10000
John Lowe,49,ABREULÂNDIA,TO,21133347207,70839406898217,370,53.7831,True,False,10000,0,5061,4939,10000
Kimberly Mueller,21,ACRELÂNDIA,AC,39708372277,10956613,371,53.7831,True,True,10000,0,5061,4939,10000
Samuel Fields,81,ÁGUA BRANCA,AL,79771002317,97859985317930,371,53.7831,True,False,10000,0,5061,4939,10000
Kristina Cook,87,ALVARÃES,AM,49221647749,38346313,371,53.7831,True,True,10000,0,5061,4939,10000
Peggy Lopez,53,SERRA DO NAVIO,AP,35114258320,94358770715676,371,53.7831,True,False,10000,0,5061,4939,10000
Mrs. Kimberly Carlson,47,ABAÍRA,BA,34110419603,20185813,371,53.7831,True,True,10000,0,5061,4939,10000
Robert Guerrero,58,ABAIARA,CE,06134348201,46979223095349,371,53.7831,True,False,10000,0,5061,4939,10000
James Banks Jr.,41,Brasília,DF,84667161493,34941213,365,53.7831,True,True,10000,0,5061,4939,10000
Jessica Russell,25,AFONSO CLÁUDIO,ES,35800387109,74945467314080,371,53.7831,True,False,10000,0,5061,4939,10000
Megan Holmes,38,ABADIA DE GOIÁS,GO,20628464444,51616813,371,53.7831,True,True,10000,0,5061,4939,10000
Meghan Nelson,59,AÇAILÂNDIA,MA,24866897457,50663448198338,371,53.7831,True,False,10000,0,5061,4939,10000
Deanna Ramirez,62,ABADIA DOS DOURADOS,MINAS GERAIs,58068771247,57584912,17,53.7831,True,True,10000,0,5061,4939,10000
Arthur Ochoa,28,ÁGUA CLARA,MS,21075065402,05515675450478,370,53.7831,True,False,10000,0,5061,4939,10000
